token_a,token_b,count
design,ton,1
design,wan,1
enough,feature,1
enough,greatest,1
enough,literally,1
enough,notch,1
enough,software,1
enough,ton,1
enough,wan,1
every,notch,1
every,ton,1
far,feature,1
far,guess,1
far,hardware,1
far,literally,1
far,minor,1
far,notch,1
far,people,1
far,phone,1
far,software,1
far,ton,1
far,upgrade,1
far,use,1
far,wan,1
feature,switch,1
feature,ton,1
feature,use,1
greatest,guess,1
greatest,literally,1
greatest,look,1
greatest,minor,1
greatest,notch,1
greatest,software,1
greatest,switch,1
greatest,ton,1
greatest,upgrade,1
greatest,use,1
greatest,wan,1
guess,hardware,1
guess,latest,1
guess,literally,1
guess,minor,1
guess,people,1
guess,software,1
guess,ton,1
guess,wan,1
hardware,latest,1
hardware,literally,1
hardware,minor,1
hardware,ton,1
hardware,wan,1
iphone,ton,1
latest,notch,1
latest,software,1
latest,switch,1
latest,ton,1
literally,minor,1
literally,notch,1
literally,really,1
literally,software,1
literally,switch,1
literally,ton,1
literally,use,1
literally,wan,1
look,minor,1
look,ton,1
look,wan,1
make,minor,1
minor,notch,1
minor,software,1
minor,switch,1
minor,ton,1
minor,wan,1
notch,people,1
notch,software,1
notch,switch,1
notch,ton,1
notch,use,1
notch,wan,1
notch,year,1
people,ton,1
phone,ton,1
really,switch,1
really,ton,1
really,wan,1
software,switch,1
software,ton,1
software,wan,1
switch,ton,1
switch,upgrade,1
ton,upgrade,1
ton,use,1
ton,wan,1
ton,year,1
apple,clearly,1
back,clearly,1
back,toxic,1
changed,clearly,1
changed,said,1
changed,toxic,1
clearly,getting,1
clearly,iphone,1
clearly,like,1
clearly,said,1
clearly,thing,1
clearly,toxic,1
getting,thing,1
getting,toxic,1
iphone,toxic,1
like,toxic,1
said,thing,1
said,toxic,1
still,toxic,1
thing,toxic,1
allowing,disappointed,1
allowing,drawn,1
allowing,every,1
allowing,exciting,1
allowing,innovation,1
allowing,iphone,1
allowing,job,1
allowing,model,1
allowing,new,1
allowing,promise,1
allowing,since,1
allowing,steve,1
allowing,still,1
allowing,year,1
allowing,zero,1
disappointed,drawn,1
disappointed,exciting,1
disappointed,innovation,1
disappointed,job,1
disappointed,new,1
disappointed,promise,1
disappointed,since,1
disappointed,steve,1
disappointed,still,1
disappointed,zero,1
drawn,every,1
drawn,exciting,1
drawn,innovation,1
drawn,iphone,1
drawn,job,1
drawn,model,1
drawn,new,1
drawn,promise,1
drawn,since,1
drawn,steve,1
drawn,still,1
drawn,year,1
drawn,zero,1
every,promise,1
every,steve,1
every,zero,1
exciting,innovation,1
exciting,job,1
exciting,promise,1
exciting,since,1
exciting,steve,1
exciting,still,1
exciting,zero,1
innovation,model,1
innovation,promise,1
innovation,zero,1
iphone,promise,1
job,model,1
job,promise,1
job,since,1
job,zero,1
model,promise,1
model,steve,1
model,zero,1
new,promise,1
new,steve,1
promise,since,1
promise,steve,1
promise,still,1
promise,year,1
promise,zero,1
since,steve,1
since,zero,1
steve,zero,1
still,zero,1
year,zero,1
anker,like,1
anker,trash,1
american,company,1
american,joke,1
american,made,1
american,phone,1
china,company,1
china,joke,1
joke,made,1
joke,phone,1
blue,look,1
face,galaxy,1
face,look,1
galaxy,smiling,1
look,smiling,1
sick,tired,1
sick,ugly,1
tired,ugly,1
display,minus,1
display,zoom,1
minus,zoom,1
good,motorola,1
good,moving,1
good,razr,1
iphone,moving,1
motorola,moving,1
motorola,since,1
moving,razr,1
moving,since,1
razr,since,1
android,aspect,1
android,card,1
android,decides,1
android,getting,1
android,pull,1
android,ratio,1
android,reverse,1
android,uno,1
android,wider,1
apple,decides,1
apple,ratio,1
apple,reverse,1
apple,slowly,1
apple,uno,1
apple,wider,1
aspect,card,1
aspect,decides,1
aspect,getting,1
aspect,longer,1
aspect,make,1
aspect,pull,1
aspect,ratio,1
aspect,reverse,1
aspect,slowly,1
aspect,uno,1
aspect,wider,1
card,decides,1
card,getting,1
card,longer,1
card,make,1
card,pull,1
card,ratio,1
card,reverse,1
card,slowly,1
card,uno,1
card,wider,1
decides,getting,1
decides,longer,1
decides,make,1
decides,phone,1
decides,pull,1
decides,ratio,1
decides,reverse,1
decides,slowly,1
decides,uno,1
decides,wider,1
getting,longer,1
getting,pull,1
getting,ratio,1
getting,reverse,1
getting,slowly,1
getting,uno,1
getting,wider,1
longer,pull,1
longer,ratio,1
longer,reverse,1
longer,slowly,1
longer,uno,1
longer,wider,1
make,pull,1
make,ratio,1
make,reverse,1
make,slowly,1
make,uno,1
make,wider,1
phone,pull,1
phone,ratio,1
phone,reverse,1
phone,slowly,1
phone,uno,1
phone,wider,1
pull,ratio,1
pull,reverse,1
pull,slowly,1
pull,uno,1
pull,wider,1
ratio,reverse,1
ratio,slowly,1
ratio,uno,1
ratio,wider,1
reverse,slowly,1
reverse,uno,1
reverse,wider,1
slowly,uno,1
slowly,wider,1
uno,wider,1
apple,meausuring,1
apple,reduced,1
lol,meausuring,1
lol,previous,1
lol,reduced,1
lol,size,1
meausuring,previous,1
meausuring,reduced,1
meausuring,release,1
meausuring,size,1
previous,reduced,1
previous,size,1
reduced,release,1
reduced,size,1
release,size,1
buy,coool,1
buy,cooooolollll,1
buy,woooww,1
coool,cooooolollll,1
coool,gon,1
coool,woooww,1
cooooolollll,gon,1
cooooolollll,woooww,1
gon,woooww,1
chinese,latest,1
chinese,spend,1
chinese,want,1
basic,better,1
basic,look,1
basic,mid,1
basic,till,1
better,mid,1
iphone,mid,1
look,mid,1
look,till,1
mid,till,1
al,bullshit,1
al,like,1
al,look,1
al,model,1
al,plus,1
al,ridiculous,1
al,usual,1
bullshit,like,1
bullshit,look,1
bullshit,model,1
bullshit,plus,1
bullshit,ridiculous,1
bullshit,usual,1
like,ridiculous,1
look,usual,1
model,ridiculous,1
model,usual,1
plus,ridiculous,1
plus,usual,1
ridiculous,usual,1
brought,design,1
brought,plus,1
apple,asian,1
apple,ban,1
apple,southeast,1
apple,thailand,1
apple,woke,1
asian,ban,1
asian,decision,1
asian,going,1
asian,joke,1
asian,life,1
asian,lot,1
asian,making,1
asian,southeast,1
asian,thailand,1
asian,thanks,1
asian,woke,1
asian,wrong,1
ban,decision,1
ban,going,1
ban,joke,1
ban,life,1
ban,lot,1
ban,making,1
ban,southeast,1
ban,thanks,1
ban,woke,1
ban,wrong,1
decision,joke,1
decision,life,1
decision,lot,1
decision,making,1
decision,southeast,1
decision,thailand,1
decision,thanks,1
decision,woke,1
decision,wrong,1
going,joke,1
going,life,1
going,southeast,1
going,thailand,1
going,thanks,1
going,woke,1
joke,life,1
joke,lot,1
joke,southeast,1
joke,thailand,1
joke,thanks,1
joke,woke,1
joke,wrong,1
life,lot,1
life,making,1
life,southeast,1
life,thailand,1
life,thanks,1
life,woke,1
life,wrong,1
lot,southeast,1
lot,thailand,1
lot,thanks,1
lot,woke,1
lot,wrong,1
making,southeast,1
making,thailand,1
making,woke,1
making,wrong,1
southeast,thailand,1
southeast,thanks,1
southeast,woke,1
southeast,wrong,1
thailand,thanks,1
thailand,woke,1
thailand,wrong,1
thanks,wrong,1
woke,wrong,1
appel,bionic,1
appel,case,1
appel,changed,1
appel,chip,1
appel,cool,1
appel,height,1
appel,inside,1
appel,new,1
appel,phone,1
appel,sale,1
bionic,case,1
bionic,changed,1
bionic,chip,1
bionic,cool,1
bionic,height,1
bionic,inside,1
bionic,new,1
bionic,phone,1
bionic,sale,1
case,chip,1
case,height,1
case,inside,1
case,sale,1
changed,chip,1
changed,cool,1
changed,sale,1
chip,cool,1
chip,height,1
chip,inside,1
chip,sale,1
cool,height,1
cool,sale,1
height,sale,1
inside,sale,1
phone,sale,1
fingerprint,lock,1
fingerprint,sure,1
lock,sure,1
example,peace,1
example,prime,1
peace,prime,1
peace,want,1
prime,want,1
bag,phone,1
boring,like,1
boring,samsung,1
dynamic,get,1
dynamic,going,1
dynamic,rid,1
get,island,1
going,island,1
going,rid,1
island,rid,1
anyway,capture,1
anyway,definitely,1
anyway,fan,1
anyway,layout,1
anyway,planning,1
anyway,rest,1
anyway,spacial,1
anyway,upgrading,1
anyway,video,1
anyway,vision,1
anyway,worth,1
camera,spacial,1
capture,definitely,1
capture,fan,1
capture,planning,1
capture,rest,1
capture,spacial,1
capture,worth,1
definitely,fan,1
definitely,layout,1
definitely,rest,1
definitely,spacial,1
definitely,upgrading,1
definitely,vision,1
definitely,worth,1
fan,layout,1
fan,planning,1
fan,rest,1
fan,spacial,1
fan,upgrading,1
fan,vision,1
fan,worth,1
get,planning,1
get,rest,1
get,spacial,1
layout,planning,1
layout,rest,1
layout,spacial,1
layout,worth,1
planning,rest,1
planning,spacial,1
planning,upgrading,1
planning,video,1
planning,vision,1
planning,worth,1
rest,spacial,1
rest,upgrading,1
rest,video,1
rest,vision,1
rest,worth,1
spacial,upgrading,1
spacial,video,1
spacial,vision,1
spacial,worth,1
upgrading,video,1
upgrading,vision,1
video,worth,1
vision,worth,1
mat,pro,1
mat,version,1
everyone,getting,1
everyone,got,1
everyone,iphones,1
everyone,lmao,1
everyone,newer,1
everyone,older,1
everyone,others,1
everyone,ppl,1
everyone,upgrading,1
getting,latest,1
getting,lmao,1
getting,older,1
getting,others,1
getting,ppl,1
getting,wait,1
got,newer,1
got,older,1
got,others,1
got,ppl,1
iphones,others,1
iphones,ppl,1
latest,lmao,1
latest,others,1
latest,ppl,1
lmao,newer,1
lmao,older,1
lmao,others,1
lmao,ppl,1
lmao,upgrading,1
lmao,wait,1
lmao,want,1
newer,older,1
newer,others,1
newer,ppl,1
newer,upgrading,1
newer,wait,1
older,others,1
older,ppl,1
older,upgrading,1
others,ppl,1
others,think,1
others,upgrade,1
others,upgrading,1
others,wait,1
others,want,1
phone,ppl,1
ppl,think,1
ppl,upgrading,1
ppl,wait,1
already,boxy,1
already,sony,1
already,stealing,1
already,stole,1
already,xperia,1
apple,boxy,1
apple,stealing,1
apple,stole,1
boxy,design,1
boxy,samsung,1
boxy,sony,1
boxy,stealing,1
boxy,stole,1
boxy,xperia,1
design,sony,1
design,stealing,1
design,xperia,1
samsung,stealing,1
samsung,stole,1
samsung,xperia,1
sony,stealing,1
sony,stole,1
stealing,stole,1
stealing,xperia,1
stole,xperia,1
boy,design,1
boy,gon,1
boy,hate,1
jump,keeping,1
jump,major,1
jump,pas,1
keeping,major,1
keeping,pas,1
last,pas,1
major,pas,1
actually,ever,1
actually,stay,1
actually,switch,1
ever,switch,1
first,stay,1
stay,switch,1
stay,use,1
antenna,flush,1
antenna,glass,1
antenna,layer,1
antenna,milled,1
antenna,model,1
antenna,put,1
antenna,rubber,1
antenna,use,1
button,layer,1
button,milled,1
button,rubber,1
flush,glass,1
flush,layer,1
flush,like,1
flush,milled,1
flush,model,1
flush,put,1
flush,rubber,1
flush,sim,1
flush,use,1
glass,layer,1
glass,like,1
glass,milled,1
glass,model,1
glass,put,1
glass,rubber,1
glass,sim,1
iphone,layer,1
iphone,milled,1
iphone,rubber,1
layer,like,1
layer,milled,1
layer,model,1
layer,put,1
layer,rubber,1
layer,sim,1
layer,use,1
like,milled,1
like,put,1
like,rubber,1
milled,model,1
milled,put,1
milled,rubber,1
milled,sim,1
milled,use,1
model,rubber,1
put,rubber,1
put,use,1
rubber,sim,1
rubber,use,1
sim,use,1
android,baught,1
android,bit,1
android,bought,1
android,forever,1
android,ive,1
android,liking,1
android,ming,1
android,pain,1
android,touvh,1
android,wanted,1
android,yet,1
as,baught,1
as,bit,1
as,bought,1
as,changed,1
as,day,1
as,forever,1
as,guy,1
as,ive,1
as,liking,1
as,ming,1
as,touvh,1
as,try,1
as,two,1
as,ultra,1
as,wanted,1
as,yet,1
baught,bit,1
baught,bought,1
baught,buy,1
baught,changed,1
baught,day,1
baught,forever,1
baught,guy,1
baught,ive,1
baught,liking,1
baught,max,1
baught,ming,1
baught,pain,1
baught,pro,1
baught,thing,1
baught,touvh,1
baught,try,1
baught,two,1
baught,ultra,1
baught,wanted,1
baught,yet,1
bit,bought,1
bit,changed,1
bit,day,1
bit,forever,1
bit,ive,1
bit,liking,1
bit,ming,1
bit,thing,1
bit,touvh,1
bit,two,1
bit,ultra,1
bit,wanted,1
bought,forever,1
bought,guy,1
bought,ive,1
bought,liking,1
bought,ming,1
bought,pain,1
bought,touvh,1
bought,try,1
bought,two,1
bought,ultra,1
bought,wanted,1
bought,yet,1
buy,changed,1
buy,forever,1
buy,ive,1
buy,liking,1
buy,ming,1
buy,pain,1
buy,touvh,1
buy,yet,1
changed,forever,1
changed,guy,1
changed,ive,1
changed,liking,1
changed,ming,1
changed,pain,1
changed,touvh,1
changed,two,1
changed,ultra,1
changed,wanted,1
changed,yet,1
day,forever,1
day,ive,1
day,liking,1
day,ming,1
day,pain,1
day,touvh,1
day,try,1
day,wanted,1
forever,guy,1
forever,ive,1
forever,liking,1
forever,max,1
forever,ming,1
forever,pain,1
forever,pro,1
forever,thing,1
forever,touvh,1
forever,try,1
forever,two,1
forever,ultra,1
forever,wanted,1
forever,yet,1
guy,ive,1
guy,liking,1
guy,ming,1
guy,pain,1
guy,touvh,1
guy,try,1
guy,ultra,1
guy,wanted,1
guy,yet,1
ive,liking,1
ive,max,1
ive,ming,1
ive,pain,1
ive,pro,1
ive,touvh,1
ive,try,1
ive,two,1
ive,ultra,1
ive,wanted,1
ive,yet,1
liking,max,1
liking,ming,1
liking,pain,1
liking,pro,1
liking,thing,1
liking,touvh,1
liking,try,1
liking,two,1
liking,ultra,1
liking,wanted,1
liking,yet,1
max,ming,1
max,pain,1
max,touvh,1
ming,pain,1
ming,pro,1
ming,thing,1
ming,touvh,1
ming,try,1
ming,two,1
ming,ultra,1
ming,wanted,1
ming,yet,1
pain,pro,1
pain,thing,1
pain,touvh,1
pain,try,1
pain,two,1
pain,ultra,1
pain,wanted,1
pain,yet,1
pro,touvh,1
thing,touvh,1
thing,ultra,1
thing,wanted,1
touvh,try,1
touvh,two,1
touvh,ultra,1
touvh,wanted,1
touvh,yet,1
try,two,1
try,ultra,1
try,wanted,1
try,yet,1
two,ultra,1
two,wanted,1
two,yet,1
ultra,wanted,1
ultra,yet,1
wanted,yet,1
build,every,1
build,hype,1
build,iphone,1
build,new,1
build,releasing,1
build,year,1
could,hype,1
could,releasing,1
every,hype,1
hype,new,1
hype,releasing,1
cost,fall,1
cost,keeping,1
cost,till,1
cost,wheel,1
fall,keeping,1
fall,till,1
fall,wheel,1
got,keeping,1
got,wheel,1
keeping,wheel,1
till,wheel,1
botton,could,1
botton,good,1
botton,open,1
botton,snapchat,1
botton,use,1
botton,would,1
could,open,1
could,snapchat,1
good,snapchat,1
open,snapchat,1
snapchat,use,1
snapchat,would,1
baby,colour,1
baby,max,1
baby,pink,1
baby,pro,1
baby,really,1
baby,wished,1
colour,wished,1
max,wished,1
pink,really,1
pink,wished,1
pro,wished,1
really,wished,1
anywhere,mockups,1
anywhere,sold,1
mockups,sold,1
android,designe,1
android,hate,1
camera,designe,1
designe,hate,1
designe,like,1
button,clicked,1
button,dislike,1
button,guy,1
button,hide,1
clicked,dislike,1
clicked,guy,1
clicked,hide,1
clicked,number,1
clicked,want,1
dislike,guy,1
dislike,hide,1
dislike,number,1
dislike,want,1
guy,hide,1
guy,number,1
hide,number,1
hide,want,1
number,want,1
difference,measuring,1
difference,min,1
difference,ridiculous,1
iphones,measuring,1
iphones,min,1
iphones,ridiculous,1
measuring,min,1
measuring,ridiculous,1
measuring,video,1
min,ridiculous,1
ridiculous,video,1
max,mog,1
mog,series,1
mog,still,1
apple,sued,1
get,slow,1
get,sued,1
got,sued,1
phone,sued,1
slow,sued,1
back,flipped,1
camera,flipped,1
flipped,iphone,1
apple,grade,1
apple,mera,1
apple,mid,1
apple,multitask,1
fix,grade,1
fix,mera,1
fix,mid,1
fix,multitask,1
fix,problem,1
fix,security,1
fix,still,1
grade,mera,1
grade,mid,1
grade,multitask,1
grade,problem,1
grade,security,1
grade,still,1
grade,thing,1
mera,mid,1
mera,multitask,1
mera,problem,1
mera,security,1
mera,still,1
mera,thing,1
mid,multitask,1
mid,problem,1
mid,security,1
mid,still,1
mid,thing,1
multitask,problem,1
multitask,security,1
multitask,still,1
multitask,thing,1
problem,security,1
security,thing,1
crazy,early,1
crazy,flew,1
crazy,got,1
crazy,month,1
crazy,next,1
crazy,october,1
crazy,quickly,1
crazy,released,1
early,flew,1
early,got,1
early,month,1
early,october,1
early,quickly,1
early,released,1
flew,get,1
flew,got,1
flew,month,1
flew,next,1
flew,october,1
flew,quickly,1
flew,released,1
get,october,1
get,quickly,1
got,october,1
got,quickly,1
month,october,1
month,quickly,1
month,released,1
next,october,1
next,quickly,1
next,released,1
october,quickly,1
october,released,1
quickly,released,1
good,switched,1
concept,iphone,1
concept,thought,1
always,else,1
always,enough,1
always,everything,1
always,least,1
always,stuff,1
care,else,1
care,enough,1
care,least,1
care,making,1
care,must,1
care,stuff,1
change,newest,1
else,enough,1
else,give,1
else,least,1
else,making,1
else,much,1
else,must,1
else,newest,1
else,want,1
enough,everything,1
enough,give,1
enough,making,1
enough,newest,1
everything,make,1
everything,making,1
everything,must,1
give,least,1
give,must,1
give,newest,1
give,stuff,1
least,making,1
least,money,1
least,must,1
least,newest,1
least,stuff,1
least,want,1
making,stuff,1
money,stuff,1
much,must,1
much,newest,1
much,stuff,1
must,stuff,1
must,want,1
newest,stuff,1
anymore,apart,1
anymore,chip,1
anymore,cook,1
anymore,never,1
anymore,take,1
anymore,tim,1
anymore,vision,1
apart,chip,1
apart,innovate,1
apart,need,1
apart,vision,1
chip,cook,1
chip,innovate,1
chip,never,1
chip,take,1
chip,tim,1
chip,vision,1
cook,innovate,1
cook,need,1
cook,never,1
cook,vision,1
innovate,never,1
innovate,take,1
innovate,tim,1
innovate,vision,1
need,tim,1
never,take,1
never,tim,1
never,vision,1
tim,vision,1
back,bump,1
back,create,1
back,slightly,1
back,space,1
back,thicken,1
battery,create,1
battery,flat,1
battery,rather,1
battery,thicken,1
bump,create,1
bump,flat,1
bump,rather,1
bump,thicken,1
camera,create,1
camera,thicken,1
create,flat,1
create,rather,1
create,slightly,1
create,space,1
create,thicken,1
flat,rather,1
flat,really,1
flat,slightly,1
flat,space,1
flat,thicken,1
flat,use,1
phone,space,1
phone,thicken,1
rather,space,1
rather,thicken,1
really,thicken,1
slightly,thicken,1
slightly,use,1
space,thicken,1
space,use,1
thicken,use,1
every,sold,1
max,sure,1
need,released,1
need,sure,1
really,released,1
really,sold,1
release,sold,1
released,sold,1
released,sure,1
released,want,1
sold,still,1
sold,sure,1
sold,want,1
sold,year,1
already,case,1
already,chance,1
already,changed,1
already,fake,1
already,google,1
already,miss,1
already,promote,1
case,chance,1
case,fake,1
case,google,1
case,miss,1
case,title,1
chance,changed,1
chance,fake,1
chance,google,1
chance,miss,1
chance,phone,1
chance,promote,1
chance,seen,1
chance,title,1
chance,video,1
changed,google,1
changed,miss,1
changed,promote,1
changed,seen,1
changed,title,1
fake,google,1
fake,miss,1
fake,promote,1
fake,seen,1
fake,title,1
google,miss,1
google,promote,1
google,title,1
miss,promote,1
miss,seen,1
miss,title,1
miss,video,1
phone,promote,1
phone,title,1
promote,seen,1
promote,title,1
promote,video,1
seen,title,1
iphone,thailand,1
drop,inconsistent,1
drop,luke,1
inconsistent,luke,1
base,classy,1
base,miss,1
base,small,1
base,ugly,1
base,used,1
camera,classy,1
classy,miss,1
classy,small,1
classy,ugly,1
classy,used,1
miss,small,1
miss,used,1
model,ugly,1
ugly,used,1
good,honest,1
good,ill,1
good,min,1
honest,ill,1
honest,last,1
honest,min,1
honest,pro,1
honest,upgrade,1
honest,year,1
ill,last,1
ill,min,1
ill,upgrade,1
ill,year,1
last,min,1
min,pro,1
min,upgrade,1
min,year,1
max,swap,1
max,wider,1
new,swap,1
new,wider,1
pro,swap,1
pro,wider,1
swap,ultra,1
swap,wider,1
swap,wish,1
swap,would,1
ultra,wider,1
ultra,wish,1
wider,wish,1
wider,would,1
wish,would,1
apple,gimmick,1
come,wonder,1
gimmick,gon,1
gimmick,next,1
gimmick,wonder,1
gon,wonder,1
next,wonder,1
background,beat,1
background,bird,1
background,samlachow,1
background,uncle,1
background,video,1
beat,bird,1
beat,samlachow,1
beat,uncle,1
beat,video,1
bird,samlachow,1
bird,uncle,1
bird,video,1
samlachow,uncle,1
samlachow,video,1
uncle,video,1
actually,bedroom,1
actually,completely,1
actually,game,1
actually,getting,1
actually,imac,1
actually,keep,1
actually,layout,1
actually,lounge,1
actually,modern,1
actually,pink,1
actually,scandi,1
actually,silver,1
actually,tempted,1
actually,underwhelmed,1
actually,white,1
already,bedroom,1
already,first,1
already,game,1
already,get,1
already,getting,1
already,imac,1
already,lounge,1
already,modern,1
already,pink,1
already,quite,1
already,scandi,1
already,silver,1
already,tempted,1
already,underwhelmed,1
already,white,1
already,work,1
bedroom,camera,1
bedroom,completely,1
bedroom,first,1
bedroom,game,1
bedroom,get,1
bedroom,getting,1
bedroom,going,1
bedroom,imac,1
bedroom,keep,1
bedroom,layout,1
bedroom,like,1
bedroom,lounge,1
bedroom,modern,1
bedroom,one,1
bedroom,pink,1
bedroom,pro,1
bedroom,quite,1
bedroom,scandi,1
bedroom,silver,1
bedroom,tempted,1
bedroom,underwhelmed,1
bedroom,well,1
bedroom,white,1
bedroom,work,1
bedroom,would,1
camera,completely,1
camera,imac,1
camera,lounge,1
camera,scandi,1
camera,silver,1
camera,tempted,1
camera,underwhelmed,1
completely,first,1
completely,game,1
completely,getting,1
completely,imac,1
completely,keep,1
completely,layout,1
completely,lounge,1
completely,modern,1
completely,pink,1
completely,pro,1
completely,quite,1
completely,scandi,1
completely,silver,1
completely,tempted,1
completely,underwhelmed,1
completely,white,1
completely,work,1
first,game,1
first,imac,1
first,keep,1
first,layout,1
first,lounge,1
first,modern,1
first,pink,1
first,quite,1
first,scandi,1
first,silver,1
first,tempted,1
first,underwhelmed,1
first,white,1
game,getting,1
game,going,1
game,imac,1
game,layout,1
game,lounge,1
game,modern,1
game,one,1
game,pink,1
game,quite,1
game,scandi,1
game,silver,1
game,tempted,1
game,underwhelmed,1
game,well,1
game,white,1
game,work,1
get,imac,1
get,lounge,1
get,modern,1
get,pink,1
get,scandi,1
get,silver,1
get,tempted,1
get,underwhelmed,1
getting,going,1
getting,imac,1
getting,layout,1
getting,lounge,1
getting,pink,1
getting,quite,1
getting,scandi,1
getting,silver,1
getting,tempted,1
getting,underwhelmed,1
getting,well,1
getting,white,1
getting,work,1
going,imac,1
going,lounge,1
going,modern,1
going,pink,1
going,quite,1
going,scandi,1
going,silver,1
going,tempted,1
going,underwhelmed,1
going,white,1
imac,keep,1
imac,layout,1
imac,like,1
imac,lounge,1
imac,modern,1
imac,one,1
imac,pink,1
imac,pro,1
imac,quite,1
imac,scandi,1
imac,silver,1
imac,tempted,1
imac,underwhelmed,1
imac,well,1
imac,white,1
imac,work,1
imac,would,1
keep,layout,1
keep,lounge,1
keep,modern,1
keep,pink,1
keep,quite,1
keep,scandi,1
keep,silver,1
keep,tempted,1
keep,underwhelmed,1
keep,well,1
keep,white,1
keep,work,1
layout,lounge,1
layout,modern,1
layout,one,1
layout,pink,1
layout,scandi,1
layout,tempted,1
layout,underwhelmed,1
layout,white,1
like,lounge,1
like,modern,1
like,scandi,1
like,tempted,1
like,underwhelmed,1
lounge,modern,1
lounge,one,1
lounge,pink,1
lounge,pro,1
lounge,quite,1
lounge,scandi,1
lounge,silver,1
lounge,tempted,1
lounge,underwhelmed,1
lounge,well,1
lounge,white,1
lounge,work,1
lounge,would,1
modern,pink,1
modern,pro,1
modern,quite,1
modern,scandi,1
modern,silver,1
modern,tempted,1
modern,underwhelmed,1
modern,well,1
modern,white,1
modern,work,1
one,scandi,1
one,silver,1
one,tempted,1
one,underwhelmed,1
pink,quite,1
pink,scandi,1
pink,silver,1
pink,tempted,1
pink,underwhelmed,1
pink,well,1
pink,work,1
pink,would,1
pro,scandi,1
pro,tempted,1
pro,underwhelmed,1
quite,scandi,1
quite,silver,1
quite,tempted,1
quite,underwhelmed,1
quite,white,1
quite,work,1
scandi,silver,1
scandi,tempted,1
scandi,underwhelmed,1
scandi,well,1
scandi,white,1
scandi,work,1
scandi,would,1
silver,tempted,1
silver,underwhelmed,1
silver,well,1
silver,work,1
silver,would,1
tempted,underwhelmed,1
tempted,well,1
tempted,white,1
tempted,work,1
tempted,would,1
underwhelmed,well,1
underwhelmed,white,1
underwhelmed,work,1
underwhelmed,would,1
well,white,1
white,work,1
white,would,1
animation,apple,1
animation,back,1
animation,battery,1
animation,best,1
animation,camera,1
animation,care,1
animation,customization,1
animation,dont,1
animation,feature,1
animation,good,1
animation,improve,1
animation,iphone,1
animation,know,1
animation,life,1
animation,majority,1
animation,optimization,1
animation,placed,1
animation,thats,1
animation,thing,1
animation,think,1
animation,user,1
animation,want,1
apple,optimization,1
apple,placed,1
back,care,1
back,customization,1
back,majority,1
back,optimization,1
back,placed,1
battery,care,1
battery,improve,1
battery,majority,1
battery,optimization,1
battery,placed,1
battery,thats,1
best,customization,1
best,improve,1
best,majority,1
best,optimization,1
best,placed,1
best,thats,1
camera,majority,1
camera,optimization,1
camera,placed,1
care,customization,1
care,improve,1
care,know,1
care,life,1
care,majority,1
care,optimization,1
care,placed,1
care,thats,1
care,user,1
customization,dont,1
customization,feature,1
customization,good,1
customization,improve,1
customization,know,1
customization,life,1
customization,majority,1
customization,optimization,1
customization,placed,1
customization,thats,1
customization,thing,1
customization,think,1
customization,user,1
customization,want,1
dont,improve,1
dont,life,1
dont,majority,1
dont,optimization,1
dont,placed,1
feature,improve,1
feature,majority,1
feature,optimization,1
feature,placed,1
feature,thats,1
good,majority,1
good,optimization,1
good,placed,1
improve,life,1
improve,majority,1
improve,optimization,1
improve,placed,1
improve,think,1
improve,user,1
improve,want,1
iphone,majority,1
iphone,optimization,1
iphone,placed,1
know,majority,1
know,optimization,1
know,placed,1
know,thats,1
life,majority,1
life,optimization,1
life,placed,1
life,thats,1
life,think,1
life,want,1
majority,optimization,1
majority,placed,1
majority,thats,1
majority,thing,1
majority,think,1
majority,user,1
optimization,phone,1
optimization,placed,1
optimization,thats,1
optimization,thing,1
optimization,think,1
optimization,user,1
optimization,want,1
phone,placed,1
placed,thats,1
placed,thing,1
placed,think,1
placed,user,1
placed,want,1
thats,thing,1
thats,user,1
thats,want,1
user,want,1
need,side,1
picture,side,1
side,vision,1
definitely,exist,1
definitely,introduced,1
definitely,yet,1
exist,introduced,1
introduced,yet,1
device,least,1
device,next,1
box,broke,1
broke,otter,1
check,epa,1
check,fine,1
check,pont,1
epa,fine,1
epa,pont,1
fine,pont,1
gorgeous,matte,1
caused,display,1
caused,eye,1
caused,flickering,1
caused,hope,1
caused,iphone,1
caused,lcd,1
caused,look,1
caused,looking,1
caused,max,1
caused,pro,1
caused,pwm,1
caused,really,1
caused,something,1
caused,straining,1
display,flickering,1
display,lcd,1
display,looking,1
display,max,1
display,pwm,1
display,straining,1
eye,flickering,1
eye,hope,1
eye,lcd,1
eye,look,1
eye,max,1
eye,pwm,1
eye,something,1
eye,straining,1
flickering,hope,1
flickering,iphone,1
flickering,lcd,1
flickering,look,1
flickering,looking,1
flickering,max,1
flickering,pro,1
flickering,pwm,1
flickering,really,1
flickering,something,1
flickering,straining,1
hope,lcd,1
hope,looking,1
hope,pwm,1
hope,really,1
hope,something,1
hope,straining,1
iphone,lcd,1
iphone,pwm,1
iphone,straining,1
lcd,look,1
lcd,looking,1
lcd,max,1
lcd,pro,1
lcd,pwm,1
lcd,something,1
lcd,straining,1
look,pwm,1
look,straining,1
looking,pwm,1
looking,straining,1
max,pwm,1
max,straining,1
pro,pwm,1
pro,straining,1
pwm,really,1
pwm,something,1
pwm,straining,1
really,straining,1
something,straining,1
anyone,might,1
anyone,point,1
anyone,think,1
