antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['factor'],['form'],0.06976744186046512,0.08139534883720931,0.06976744186046512,1.0,12.285714285714285,1.0,0.06408869659275283,inf,0.9874999999999999,0.8571428571428572,1.0,0.9285714285714286
['later'],['case'],0.05813953488372093,0.11627906976744186,0.05813953488372093,1.0,8.6,1.0,0.051379123850730124,inf,0.9382716049382716,0.49999999999999994,1.0,0.75
['form'],['factor'],0.08139534883720931,0.06976744186046512,0.06976744186046512,0.8571428571428571,12.285714285714285,1.0,0.06408869659275283,6.5116279069767415,1.0,0.8571428571428572,0.8464285714285714,0.9285714285714286
['new'],['iphone'],0.10465116279069768,0.2558139534883721,0.08139534883720931,0.7777777777777778,3.04040404040404,1.0,0.054624121146565716,3.3488372093023258,0.7495361781076066,0.29166666666666663,0.701388888888889,0.547979797979798
['bit'],['little'],0.09302325581395349,0.10465116279069768,0.06976744186046512,0.75,7.166666666666666,1.0,0.060032449972958354,3.5813953488372094,0.9487179487179487,0.5454545454545454,0.7207792207792207,0.7083333333333333
['little'],['bit'],0.10465116279069768,0.09302325581395349,0.06976744186046512,0.6666666666666666,7.166666666666666,1.0,0.060032449972958354,2.7209302325581395,0.961038961038961,0.5454545454545454,0.6324786324786323,0.7083333333333333
['kind'],['black'],0.09302325581395349,0.10465116279069768,0.05813953488372093,0.625,5.972222222222222,1.0,0.04840454299621417,2.3875968992248064,0.9179487179487178,0.4166666666666666,0.5811688311688312,0.5902777777777777
